routeID,lon,lat,datetime,type
5,-73.991114,40.733214,2023/10/1 0:02,rider
5,-73.99099322,40.73316311,2023/10/1 0:02,rider
5,-73.99087244,40.73311222,2023/10/1 0:02,rider
5,-73.99075167,40.73306133,2023/10/1 0:02,rider
5,-73.99063089,40.73301044,2023/10/1 0:02,rider
5,-73.99051011,40.73295956,2023/10/1 0:02,rider
5,-73.99038933,40.73290867,2023/10/1 0:02,rider
5,-73.99026856,40.73285778,2023/10/1 0:02,rider
5,-73.99014778,40.73280689,2023/10/1 0:02,rider
5,-73.990027,40.732756,2023/10/1 0:02,rider
5,-73.990027,40.732756,2023/10/1 0:02,rider
5,-73.98971413,40.73262395,2023/10/1 0:02,rider
5,-73.98940127,40.7324919,2023/10/1 0:03,rider
5,-73.9890884,40.73235985,2023/10/1 0:03,rider
5,-73.98877553,40.7322278,2023/10/1 0:03,rider
5,-73.98846267,40.73209575,2023/10/1 0:03,rider
5,-73.9881498,40.7319637,2023/10/1 0:03,rider
5,-73.9881498,40.7319637,2023/10/1 0:03,rider
5,-73.98808316,40.73205519,2023/10/1 0:03,rider
5,-73.98801651,40.73214667,2023/10/1 0:03,rider
5,-73.98794987,40.73223816,2023/10/1 0:03,rider
5,-73.98788323,40.73232964,2023/10/1 0:03,rider
5,-73.98781659,40.73242113,2023/10/1 0:03,rider
5,-73.98774994,40.73251261,2023/10/1 0:03,rider
5,-73.9876833,40.7326041,2023/10/1 0:04,rider
5,-73.9876833,40.7326041,2023/10/1 0:04,rider
5,-73.987583,40.73274182,2023/10/1 0:04,rider
5,-73.9874827,40.73287954,2023/10/1 0:04,rider
5,-73.9873824,40.73301726,2023/10/1 0:04,rider
5,-73.9872821,40.73315498,2023/10/1 0:04,rider
5,-73.9871818,40.7332927,2023/10/1 0:04,rider
5,-73.9871818,40.7332927,2023/10/1 0:04,rider
5,-73.98708186,40.73342994,2023/10/1 0:04,rider
5,-73.98698192,40.73356718,2023/10/1 0:04,rider
5,-73.98688198,40.73370442,2023/10/1 0:04,rider
5,-73.98678204,40.73384166,2023/10/1 0:04,rider
5,-73.9866821,40.7339789,2023/10/1 0:05,rider
5,-73.9866821,40.7339789,2023/10/1 0:05,rider
5,-73.98656547,40.73413895,2023/10/1 0:05,rider
5,-73.98644885,40.734299,2023/10/1 0:05,rider
5,-73.98633223,40.73445905,2023/10/1 0:05,rider
5,-73.9862156,40.7346191,2023/10/1 0:05,rider
5,-73.9862156,40.7346191,2023/10/1 0:05,rider
5,-73.9861092,40.7347652,2023/10/1 0:05,rider
5,-73.9860028,40.7349113,2023/10/1 0:05,rider
5,-73.9858964,40.7350574,2023/10/1 0:05,rider
5,-73.98579,40.7352035,2023/10/1 0:05,rider
5,-73.98579,40.7352035,2023/10/1 0:05,rider
5,-73.985683,40.7353504,2023/10/1 0:06,rider
5,-73.985576,40.7354973,2023/10/1 0:06,rider
5,-73.985469,40.7356442,2023/10/1 0:06,rider
5,-73.985362,40.7357911,2023/10/1 0:06,rider
5,-73.985362,40.7357911,2023/10/1 0:06,rider
5,-73.98525555,40.7359372,2023/10/1 0:06,rider
5,-73.9851491,40.7360833,2023/10/1 0:06,rider
5,-73.98504265,40.7362294,2023/10/1 0:06,rider
5,-73.9849362,40.7363755,2023/10/1 0:06,rider
5,-73.9849362,40.7363755,2023/10/1 0:06,rider
5,-73.98482935,40.7365222,2023/10/1 0:06,rider
5,-73.9847225,40.7366689,2023/10/1 0:06,rider
5,-73.98461565,40.7368156,2023/10/1 0:07,rider
5,-73.9845088,40.7369623,2023/10/1 0:07,rider
5,-73.9845088,40.7369623,2023/10/1 0:07,rider
5,-73.98440313,40.7371074,2023/10/1 0:07,rider
5,-73.98429745,40.7372525,2023/10/1 0:07,rider
5,-73.98419178,40.7373976,2023/10/1 0:07,rider
5,-73.9840861,40.7375427,2023/10/1 0:07,rider
5,-73.9840861,40.7375427,2023/10/1 0:07,rider
5,-73.98397407,40.7376965,2023/10/1 0:07,rider
5,-73.98386205,40.7378503,2023/10/1 0:07,rider
5,-73.98375003,40.7380041,2023/10/1 0:07,rider
5,-73.983638,40.7381579,2023/10/1 0:07,rider
5,-73.983638,40.7381579,2023/10/1 0:08,rider
5,-73.9835155,40.73832502,2023/10/1 0:08,rider
5,-73.983393,40.73849215,2023/10/1 0:08,rider
5,-73.9832705,40.73865928,2023/10/1 0:08,rider
5,-73.983148,40.7388264,2023/10/1 0:08,rider
5,-73.983148,40.7388264,2023/10/1 0:08,rider
5,-73.98302713,40.73899388,2023/10/1 0:08,rider
5,-73.98290625,40.73916135,2023/10/1 0:08,rider
5,-73.98278537,40.73932883,2023/10/1 0:08,rider
5,-73.9826645,40.7394963,2023/10/1 0:08,rider
5,-73.9826645,40.7394963,2023/10/1 0:08,rider
5,-73.98254885,40.73964973,2023/10/1 0:08,rider
5,-73.9824332,40.73980315,2023/10/1 0:09,rider
5,-73.98231755,40.73995658,2023/10/1 0:09,rider
5,-73.9822019,40.74011,2023/10/1 0:09,rider
5,-73.9822019,40.74011,2023/10/1 0:09,rider
5,-73.98198045,40.7404192,2023/10/1 0:09,rider
5,-73.981759,40.7407284,2023/10/1 0:09,rider
5,-73.981759,40.7407284,2023/10/1 0:09,rider
5,-73.98153255,40.7410363,2023/10/1 0:09,rider
5,-73.9813061,40.7413442,2023/10/1 0:09,rider
5,-73.9813061,40.7413442,2023/10/1 0:09,rider
5,-73.98108125,40.74165625,2023/10/1 0:09,rider
5,-73.9808564,40.7419683,2023/10/1 0:09,rider
5,-73.9808564,40.7419683,2023/10/1 0:10,rider
5,-73.98079273,40.74205747,2023/10/1 0:10,rider
5,-73.98072906,40.74214664,2023/10/1 0:10,rider
5,-73.98066539,40.74223581,2023/10/1 0:10,rider
